65,Yes,5,2.21,68.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-09 17:31:53.659,2018-03-09 17:31:53.659,1,1,3,7,230,2,2,\N,2,15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8000
66,N/A,2,2.21,32.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,40,110,2018-03-09 17:43:59.544,2018-03-09 17:43:59.544,6,3,1,8,223,2,2,\N,5,9,\N,\N,2,\N,\N,\N,\N,\N,\N,\N,2,\N
67,Yes,4,2.21,80.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,0,90,2018-03-09 17:57:20.187,2018-03-09 17:57:20.187,1,1,1,8,223,2,2,\N,2,14,4,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N
68,N/A,2,00.00,110.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,40,90,2018-03-09 18:20:43.588,2018-03-09 18:20:43.588,7,9,2,8,223,3,2,\N,5,1,\N,\N,4,\N,\N,\N,\N,\N,\N,\N,4,\N
69,Yes,2,2.21,78.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,30,90,2018-03-09 20:01:48.664,2018-03-09 20:01:48.664,1,1,2,16,156,9,10,\N,2,14,6,\N,\N,\N,\N,\N,2,\N,\N,\N,\N,2026211
70,N/A,3,5.00,83.00,Phisticates,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Yes,\N,\N,2,0,70,2018-03-09 20:21:56.116,2018-03-09 20:21:56.116,8,17,1,8,239,2,9,\N,9,7,\N,\N,7,\N,\N,\N,\N,\N,\N,\N,4,\N
71,N/A,2,00.00,78.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,0,70,2018-03-09 20:36:08.411,2018-03-09 20:36:08.411,9,1,2,17,240,10,9,\N,2,6,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
72,Yes,4,00.00,78.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,0,70,2018-03-09 20:41:12.172,2018-03-09 20:41:12.172,4,15,3,18,223,2,9,\N,5,14,3,\N,\N,\N,\N,\N,8,\N,\N,\N,\N,\N
73,Yes,2,00.00,34.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,60,90,2018-03-09 20:47:33.822,2018-03-09 20:47:33.822,4,14,2,8,17,3,8,\N,5,9,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
74,Yes,2,00.00,34.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,60,90,2018-03-09 20:50:03.094,2018-03-09 20:50:03.094,4,14,2,8,17,3,8,\N,5,14,1,\N,\N,\N,\N,\N,5,\N,\N,\N,\N,\N
75,N/A,2,5.00,90.00,Phisticates,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,50,80,2018-03-09 21:35:24.947,2018-03-09 21:35:24.947,5,1,1,13,223,\N,\N,1,9,4,\N,\N,7,\N,\N,\N,\N,\N,\N,\N,4,\N
76,No,5,2.21,48.00,Anais & I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,10,80,2018-03-09 21:39:26.082,2018-03-09 21:39:26.082,1,1,3,7,223,2,2,\N,2,14,2,\N,\N,\N,\N,\N,6,\N,\N,\N,\N,\N
77,No,5,2.21,98.00,Anais & I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,10,80,2018-03-09 21:43:10.340,2018-03-09 21:43:10.340,1,1,3,7,223,2,2,\N,2,14,2,\N,\N,\N,\N,\N,6,\N,\N,\N,\N,\N
78,N/A,1,5.00,68.00,Phisticates,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,60,100,2018-03-09 21:47:28.261,2018-03-09 21:47:28.261,5,1,1,8,241,2,2,\N,9,5,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,2,\N
79,N/A,3,5.00,68.00,Phisticates,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,20,70,2018-03-09 21:57:49.645,2018-03-09 21:57:49.645,5,1,1,8,242,2,2,\N,9,7,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
80,No,5,2.00,48.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,10,70,2018-03-09 22:01:55.791,2018-03-09 22:01:55.791,2,1,1,8,223,2,2,\N,5,14,2,\N,\N,\N,\N,\N,8,\N,\N,\N,\N,\N
81,Yes,3,2.21,98.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,0,90,2018-03-12 15:08:37.180,2018-03-12 15:08:37.180,1,1,1,7,223,2,2,\N,2,14,3,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N
82,Yes,2,2.21,78.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-12 15:21:52.362,2018-03-12 15:21:52.362,1,1,2,8,232,9,10,\N,2,14,6,\N,\N,\N,\N,\N,2,\N,\N,\N,\N,\N
83,Yes,2,00.00,88.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,40,100,2018-03-12 15:32:48.693,2018-03-12 15:32:48.693,10,6,1,8,232,2,2,\N,5,14,4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
84,N/A,2,00.00,84.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,3,60,110,2018-03-12 16:11:34.184,2018-03-12 16:11:34.184,11,10,2,8,232,2,2,\N,5,26,\N,9,\N,\N,\N,\N,\N,\N,\N,\N,4,\N
85,N/A,2,2.21,86.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,70,2018-03-12 16:58:30.436,2018-03-27 20:42:20.873,1,1,3,8,243,2,2,\N,2,6,\N,\N,8,\N,\N,\N,\N,\N,\N,\N,4,BK10000
86,N/A,2,00.00,98.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,0,70,2018-03-12 17:13:49.238,2018-03-12 17:13:49.238,12,1,1,8,223,2,10,\N,5,6,\N,\N,2,\N,\N,\N,\N,\N,\N,\N,4,\N
87,N/A,2,2`.21,72.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,40,100,2018-03-12 17:21:09.578,2018-03-12 17:21:09.578,1,1,2,8,223,2,10,\N,2,1,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,4,\N
88,N/A,3,2.21,86.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,20,80,2018-03-12 17:48:30.899,2018-03-12 17:48:30.899,1,1,3,8,244,2,2,\N,2,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
89,N/A,2,2.21,108.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,40,90,2018-03-12 17:53:03.511,2018-03-12 17:53:03.511,1,1,1,8,223,10,12,\N,2,6,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,4,\N
90,N/A,2,2.21,74.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,50,100,2018-03-12 18:05:05.119,2018-03-12 18:05:05.119,1,1,1,8,245,2,10,\N,2,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,2,BT10002
91,N/A,2,2.21,65.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,60,110,2018-03-12 18:15:01.545,2018-03-12 18:15:01.545,1,1,2,8,246,2,2,\N,2,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N
92,Yes,3,2.21,70.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-12 18:25:58.627,2018-03-12 18:25:58.627,1,1,2,19,248,2,2,\N,2,18,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,\N
93,No,4,2.21,68.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,60,110,2018-03-12 18:40:46.454,2018-03-12 18:40:46.454,1,1,1,8,247,2,2,\N,2,15,\N,\N,\N,\N,\N,\N,\N,3,\N,\N,\N,\N
94,Yes,3,2.21,68.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-12 18:52:18.473,2018-03-12 18:52:18.473,1,1,1,8,20,2,2,\N,2,15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
95,Yes,3,2.21,88.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,40,80,2018-03-12 18:55:50.372,2018-03-12 18:55:50.372,1,1,1,8,20,2,2,\N,2,14,3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,BP10002
96,Yes,2,2.21,36.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,30,100,2018-03-12 19:26:37.627,2018-03-12 19:26:37.627,3,9,1,8,189,2,2,\N,5,14,4,\N,\N,\N,\N,\N,5,\N,\N,\N,\N,\N
97,No,2,2.21,36.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,110,2018-03-12 19:34:11.586,2018-03-12 19:34:11.586,1,1,2,8,232,2,2,\N,2,19,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,\N
